acct,txn_count,total_amt_twd,avg_amt_twd,max_amt_twd,amt_twd_std,big_amt_count_twd,incoming_count,outgoing_count,incoming_amt_twd_sum,outgoing_amt_twd_sum,incoming_outgoing_ratio,hour_mean,night_ratio,interarrival_days_mean,interarrival_days_std,txn_count_7d,amt_twd_sum_7d,txn_count_30d,amt_twd_sum_30d,txn_count_90d,amt_twd_sum_90d,unique_channel,channel_type_mode,unique_counterparty,self_txn_ratio,ratio_twd,ratio_usd,ratio_other
77ca8d0e94491fd94ea4356df0b5d36cf7cc43a20bf582b5f7f036181e4f7475,138,182095.0,1319.5289855072465,19500.0,2625.558118469343,3,15,123,80355.0,101740.0,0.12195121951219512,12.818840579710145,0.18840579710144928,0.8175182481751825,2.166655657181571,6,10165.0,41,54475.0,127,175355.0,2,03,123,0.0,1.0,0.0,0.0
cf39478e3a203200bd1b47c279820d86d1fc645b9028d926ff9328b317f499a3,80,796875.0,9960.9375,105000.0,18091.482909280923,5,35,45,483340.0,313535.0,0.7777777777777778,14.7125,0.0375,1.4683544303797469,2.0868049620632156,14,11650.0,25,160480.0,58,608520.0,3,03,40,0.0,1.0,0.0,0.0
8145f3615aa6221652a31fd1e5fb323828eaed9c9b26010fef6b0bc4aaa87fc7,65,375430.0,5775.846153846154,40500.0,7902.217230844868,3,28,37,165880.0,209550.0,0.7567567567567568,9.846153846153847,0.38461538461538464,1.296875,3.2302129641326736,5,42105.0,25,222410.0,65,375430.0,3,03,43,,1.0,0.0,0.0
beba9cd05aea4368c94539331f9fdfc0746004ce680667dd7683dba79d24cc94,26,3493635.0,134370.57692307694,925000.0,208236.3761897855,1,14,12,697500.0,2796135.0,1.1666666666666667,15.26923076923077,0.0,2.12,4.639683897278634,1,85.0,19,1126085.0,26,3493635.0,2,UNK,7,,1.0,0.0,0.0
529246b0b88eecb3ed86a3a4b3e30113fb5b3b6dd611b840f5f863501173cf73,77,1755400.0,22797.402597402597,80500.0,15863.778454357604,2,17,60,330050.0,1425350.0,0.2833333333333333,9.948051948051948,0.33766233766233766,1.5789473684210527,2.429063786151566,2,56000.0,17,380600.0,66,1458350.0,3,03,63,,1.0,0.0,0.0
a8cacc56e1a6f6913cf78bdcdc45f81353e81e3a1e19a52f794076026161b1a4,111,670120.0,6037.117117117117,46500.0,8626.35724629489,3,51,60,397585.0,272535.0,0.85,15.693693693693694,0.15315315315315314,0.9545454545454546,1.8493061611673292,9,108100.0,30,282670.0,62,472380.0,3,03,53,0.0,1.0,0.0,0.0
be5d5d931ebb6b00110d28ecb123385d3c19d73e1025afc51eb7ec63d5d175ee,361,9557420.0,26474.847645429363,1150000.0,77273.5101130074,2,250,111,7863190.0,1694230.0,2.2522522522522523,13.23545706371191,0.07756232686980609,0.33055555555555555,0.6995101526993694,14,134475.0,34,470025.0,223,5500290.0,5,UNK,194,0.0,1.0,0.0,0.0
bdf07de8c62a3997784a96a15f92f0b35d0e64f4a91b7d49b1f13aae1f4396fe,16,502755.0,31422.1875,305000.0,77324.30262577541,1,5,11,459105.0,43650.0,0.45454545454545453,11.3125,0.0,6.866666666666666,5.343442799579775,1,28500.0,7,465205.0,12,487955.0,2,UNK,5,,1.0,0.0,0.0
b0f05967f7a7e468bea91b23bb55a4189babfd6c59e5700751620464cd06f0e4,106,6526880.0,61574.339622641506,605000.0,97400.43907468129,4,54,52,2600305.0,3926575.0,1.0384615384615385,13.867924528301886,0.10377358490566038,0.44761904761904764,0.7593133586055077,15,1157700.0,63,4219025.0,106,6526880.0,2,03,31,0.0,1.0,0.0,0.0
89f3efd3bd8f7f1fb50d9c37f0f762ff5d436929b4108e6a4216d5cc529f4dd6,35,5317550.0,151930.0,1450000.0,290286.8943972902,1,25,10,1118050.0,4199500.0,2.5,13.885714285714286,0.02857142857142857,3.4705882352941178,3.5182235024498847,5,1263000.0,12,1555750.0,29,5170800.0,3,UNK,17,0.0,1.0,0.0,0.0
c30bd87328c4dc07d8a879a9ae2a86b294b9b8e200d049f25ef932e46663d5a5,129,852245.0,6606.550387596899,65500.0,8632.331051019439,3,57,72,481055.0,371190.0,0.7916666666666666,14.03875968992248,0.10852713178294573,0.90625,1.7408365262205472,5,14450.0,22,103985.0,92,511760.0,2,03,56,0.0,1.0,0.0,0.0
a1a1842fb43a2120f97d323001cebd93c67f2631c3b4b25754406c9e885aa2c4,206,1323885.0,6426.626213592233,145000.0,13023.108257401242,3,49,157,315140.0,1008745.0,0.31210191082802546,14.932038834951456,0.20388349514563106,0.5560975609756098,0.8477330729564692,20,153405.0,63,478615.0,187,1227480.0,2,03,130,0.0,1.0,0.0,0.0
2d7d64fd5629cf739cbf4a01ed9422ecd35863f7bd9a2e3783c93098b9e6cc97,212,1576975.0,7438.561320754717,50500.0,10728.13970132745,8,46,166,438855.0,1138120.0,0.27710843373493976,15.377358490566039,0.10377358490566038,0.5260663507109005,1.659900506299915,1,15.0,3,435.0,142,860470.0,2,03,81,0.0,1.0,0.0,0.0
71e436eaaf8b48efcbaf6cb3f203290da6336ad68eb767d5784faef7238871c6,918,136444860.0,148632.74509803922,4650000.0,499523.20295125095,27,24,894,49067500.0,87377360.0,0.026845637583892617,11.800653594771243,0.0,0.1297709923664122,0.7235565753995516,51,12487595.0,236,36599280.0,708,93737835.0,2,04,192,0.03283173734610123,0.9869281045751634,0.002178649237472767,0.010893246187363788
b007541c60c4dc72698d4fa6ed57908f2d3dfbf3d4a019f8550a48db436cd15d,81,3193235.0,39422.654320987655,405000.0,72851.54014366485,3,32,49,1781750.0,1411485.0,0.6530612244897959,14.641975308641975,0.13580246913580246,1.4,2.0537092099387735,11,398750.0,24,1565200.0,61,2135185.0,3,03,29,0.0,1.0,0.0,0.0
a14dce691f7b1936d3477975cde0ea862217094f114ea5d202bc1ded0b82e1f0,349,11732550.0,33617.6217765043,1050000.0,95385.35776037602,4,45,304,5704445.0,6028105.0,0.14802631578947367,12.212034383954155,0.014326647564469915,0.3333333333333333,1.2067692517201511,36,684650.0,96,3020500.0,282,9007455.0,3,04,120,0.032432432432432434,1.0,0.0,0.0
d3fd35a02003f06266e2387e12bb2ee1fe5ee79765be70221c4c252887d4f92f,34,480265.0,14125.441176470587,80500.0,19264.262224177946,1,13,21,152945.0,327320.0,0.6190476190476191,12.058823529411764,0.029411764705882353,3.3636363636363638,3.4804649637133775,2,54950.0,7,158925.0,29,448265.0,2,UNK,9,0.0,1.0,0.0,0.0
45481d85647e92d281767cf34dc326b750b725793ef2eb6710b89f130ce08425,87,1118055.0,12851.206896551725,64500.0,13644.48540461296,4,37,50,550015.0,568040.0,0.74,16.137931034482758,0.04597701149425287,1.372093023255814,2.683485493019269,6,80065.0,23,299525.0,77,1013150.0,2,03,28,0.0,1.0,0.0,0.0
c8a6e88c4899829deb5d1f53635376bf909631daed28a4850cf6f54b84db01a1,342,41656135.0,121801.56432748538,1550000.0,183637.3064072508,2,148,194,33040155.0,8615980.0,0.7628865979381443,12.494152046783626,0.011695906432748537,0.3489736070381232,0.7101618306920973,36,4724000.0,89,11154650.0,263,32204730.0,4,UNK,88,0.5502645502645502,0.847953216374269,0.15204678362573099,0.0
acc242b0a1c320564d7a9a5922624847c05f51c97dcaa0ae52a879458a2841fc,19,276405.0,14547.631578947368,35500.0,12923.439984129296,0,1,18,30500.0,245905.0,0.05555555555555555,16.36842105263158,0.05263157894736842,6.277777777777778,7.575545451575675,1,26500.0,4,43500.0,13,242000.0,2,03,13,,1.0,0.0,0.0
4788a8f0b961b80b6e834407c78d2299c25545892d957fb89ff2b093ce4254df,612,642522115.0,1049872.7369281047,15150000.0,2892252.0553040714,34,68,544,565100000.0,77422115.0,0.125,9.883986928104575,0.1781045751633987,0.19476268412438624,0.7551172317943641,12,28555005.0,139,173297255.0,473,414620765.0,3,04,136,0.1835564053537285,0.9428104575163399,0.05718954248366013,2.0816681711721685e-17
309c17491dbe6d95458ade7831952f28a46fb5a174293c863df659ac0d2ef3f0,40,142925.0,3573.125,24500.0,4153.15846559996,1,34,6,119220.0,23705.0,5.666666666666667,15.175,0.15,2.923076923076923,3.2475465669414874,3,7150.0,7,16005.0,31,113820.0,2,UNK,8,0.0,1.0,0.0,0.0
b241abeb386590c54bfecd0e48e1ca0f8aad075dd63f1e2c5a0a61d9a7464879,84,482955.0,5749.464285714285,20500.0,5503.611082781591,3,13,71,110255.0,372700.0,0.18309859154929578,14.261904761904763,0.11904761904761904,1.3975903614457832,2.718230051087964,1,6050.0,12,54500.0,62,325300.0,2,03,76,0.0,1.0,0.0,0.0
9d489d27255d1353bd3c9bcd1d7aea7e60c6c5cfeefaf9a025c3e33dae76ea63,86,870650.0,10123.837209302326,50500.0,10675.653242842927,4,29,57,445350.0,425300.0,0.5087719298245614,13.488372093023257,0.20930232558139536,1.2,2.7420881858626687,23,233350.0,54,474900.0,80,669550.0,2,03,53,,1.0,0.0,0.0
eb9d698e14cbb9b39eee99c4a8ab55c8d3e771a7086b57271bef7901868e16bd,84,1676645.0,19960.059523809523,165000.0,25476.987235755958,2,15,69,685500.0,991145.0,0.21739130434782608,13.5,0.05952380952380952,1.4457831325301205,1.9015591295372998,9,128475.0,19,226825.0,67,1379095.0,4,03,43,0.0,1.0,0.0,0.0
eb34aa48d197ab18016d275f1372a7a822c1857f555db633d872de5be417f9ae,679,62609170.0,92207.9086892489,2250000.0,296832.6449094979,24,23,656,28805050.0,33804120.0,0.0350609756097561,6.248895434462445,0.8188512518409425,0.17404129793510326,0.9025346933708678,56,11283400.0,169,30212355.0,546,58126235.0,3,04,155,0.041121495327102804,0.9882179675994109,0.008836524300441826,0.0029455081001472337
471444030d907de2f0409eb14931507314f4944ede15ec768723383517a6a359,32,481700.0,15053.125,50500.0,11935.822589461388,2,2,30,8900.0,472800.0,0.06666666666666667,16.125,0.0,3.838709677419355,6.094241950089984,6,60450.0,8,77550.0,28,449250.0,2,03,11,0.8571428571428571,0.8125,0.0,0.1875
b0ad50c8d34d33ab83db2fc3bcb0753faa07f7320bc50b9a08500afb0d9e07f6,206,7434160.0,36088.155339805824,1050000.0,81742.56570653962,2,55,151,2713360.0,4720800.0,0.36423841059602646,10.74757281553398,0.0,0.5560975609756098,1.6665757985750254,3,70850.0,64,1542210.0,178,6224155.0,4,04,99,0.0,1.0,0.0,0.0
ab97fdec6c3de641e0c9e6cc47086f2ab4d745ed0310806086be37108935f248,58,178375.0,3075.4310344827586,20500.0,3714.9366933382853,3,27,31,82095.0,96280.0,0.8709677419354839,16.275862068965516,0.1206896551724138,1.5964912280701755,3.736211073127078,9,14850.0,27,94000.0,57,174825.0,2,03,35,,1.0,0.0,0.0
5e7e6e16e8404bc1ecdabf679c927f18f74240b6d9d399417afa62a8d351fb88,53,2057000.0,38811.32075471698,155000.0,29835.23285271807,1,11,42,259800.0,1797200.0,0.2619047619047619,15.584905660377359,0.03773584905660377,2.0961538461538463,3.1885802076430743,2,47000.0,11,341650.0,39,1490450.0,3,03,25,0.0,1.0,0.0,0.0
